_id,userId,fileName,gender,devnagariSentence
60e2de31552fd6002e30b92b,AQlXVIDu9XA6enGLCiXEEjRXZf4VgjHamilk51AKES8=,1a27b057-b9e4-425b-9663-81aeb48a2d46,male,नेपालको लागि करण केसीले विकेट दिलाए
60e2dedb552fd6002e30b935,60Z4sR4Zu/6FMv8EwWwogWsb7/3Qb5Y+YJ+Y2qK6Edw=,d61b1bc6-07a6-43b2-93ff-38e65022365a,male,उनले छब्बिस बल खेल्दै तीन चौका र चार छक्का मैदानमा नाइनती फोवर रन बनाए फिफ्टी फोवर रन बनाए
60e2dfcc552fd6002e30b943,xGQ9SP3WDr0xPtItEthPo47FbWsI2dVXuv+tUFd1e5g=,c5d112e2-eaa1-4d79-980e-5a796df87e19,male,धादिङको तर्फबाट विजय भुजेलले सोह्र औं मिनेटमा गोल गरेका थिए
60e2dfda552fd6002e30b945,60Z4sR4Zu/6FMv8EwWwogWsb7/3Qb5Y+YJ+Y2qK6Edw=,4bb9f644-06e3-4385-8fe3-043cbdbd585f,male,इंग्लयाण्डलाई जितबाट रोक्न भारतका शार्दुल ठाकुरले दश ओभरमा सिक्टी सेभेन रन खर्चेर चार विकेट लिए
60e2e006552fd6002e30b94b,xGQ9SP3WDr0xPtItEthPo47FbWsI2dVXuv+tUFd1e5g=,d1b52188-eef2-4eff-b1ed-2c175afbd2b0,male,चार खेलबाट दुई अंक मात्र रहेको चितवन अन्तिम स्थानमा छ
60e2e097552fd6002e30b959,xGQ9SP3WDr0xPtItEthPo47FbWsI2dVXuv+tUFd1e5g=,2a94151a-c742-43d4-83af-bd168c87c9d1,male,यसअघि एक वा दुई देश मिलेर युरोकप आयोजना गर्ने गरेका थिए
60e2e11e552fd6002e30b968,x3mhkeCukzEotDK9TdHYoz7mKmFD0sZNgdy60kt1y7E=,fc26788c-6364-4bd9-a34e-7d48c305d8b2,male,बराबरीपछि तीन खेलबाट धनगढीले चार अंक जोडेको छ र दोस्रो स्थानमा उक्लिएको छ
60e2e197552fd6002e30b971,DY1RgmUJYZ82SppqhjTQn2GQlthfP71ewGgO4HWSvn0=,978ca12b-5d90-4424-b4a3-f1df5d1f286c,female,सुरुदेखि नै दुवै टिम आक्रम देखिए पनि रक्षापंत्तिको कमजोरीमा संकटा पछि पर्‍यो
60e2e1cf552fd6002e30b976,DY1RgmUJYZ82SppqhjTQn2GQlthfP71ewGgO4HWSvn0=,8c0fefe5-7a0e-45f5-8551-cfeba3ca295f,female,छनोट भएका बयालीस मध्ये एक्काइस जना खेलाडीलाई तीन विभागमा छात्रवृत्तिमा बाँडिनेछ
60e2e24e552fd6002e30b97c,x3mhkeCukzEotDK9TdHYoz7mKmFD0sZNgdy60kt1y7E=,a26f7c00-2823-444a-a054-c7e72aa8a659,male,अहिले टिममा रहेका सबैभन्दा सिनियर खेलाडीमा किरण चेम्जोङ र रोहित चन्द छन्
60e2e923552fd6002e30b992,AojaAl49LPo46KOTyXW/nRG8ThWgj7xbtjhptIFr+kw=,ffcbc588-d98d-4c26-b28c-5452dd8375a2,female,छ वर्षपछि नेपाली राष्ट्रिय फुटबल टिमले दशरथ रंगशालामा फुटबल खेल्दा करिब सात हजारकाे संख्यामा दर्शक खेल हेर्न उपस्थित थिए
60e2e9e3552fd6002e30b995,gsDns7eAoS/YaVndDzqhUDYm2wkFiHPSm5MKHigZGmY=,04f7a3a7-010a-41ba-b1c5-fbc8e3ba236f,male,सहभागी विस क्लबलाई दुई समूहमा विभाजन गरिनेछ
60e2eaf8552fd6002e30b99f,AojaAl49LPo46KOTyXW/nRG8ThWgj7xbtjhptIFr+kw=,901e8634-707e-4d69-91f1-f12eeddeb586,female,र यसमा संस्थापनका पन्ध्र र थप पाँच गरी विस क्लबले प्रतिस्पर्धा गर्ने गरी तयारी गरिएको थियो
60e2ee14552fd6002e30b9b3,rsxeqGEZqr0ISBf6GT3zpI1Wm1pmajuX9t0UMJ5Itw4=,d1d45808-38a1-4d0c-abee-c022c79b0ed8,male,"यस्तै प्रत्येक खेलको प्लेयर अफ दी म्याचले दुई हजार पाउने छ भने प्रतियोगिताको उत्कृष्ट स्ट्राइकर, सर्भर, लिवेरो, ब्लकर, सेटर र उत्कृष्ट प्रशिक्षकले सात–सात हजार रुपैयाँ प्राप्त गर्नेछन्"
60e2f1d4552fd6002e30b9ba,6qhKyh/DHgIrVwWdYKEHwfDBYZmKIGRg4aMYjpn5xXM=,fef8b72b-32c9-48d2-951c-1a36e0ec527f,male,‘पछिल्लो दुई तीन वर्ष देखि ओपनरको रुपमा खेल्दैछु
60e2f484552fd6002e30b9c2,5N7JMEDTe70u/Lw64oMpiFopvAaKSUkTLLQ+G7eGLs8=,7b8b6126-2780-46dc-baf2-c369351a3031,male,टी-विस नभएको लामो समय भयो
60e5b143c9f4a3002ea889ed,AG0r8I5LlTz2uPdVofvN4nvDjoWUflI3ZGQxeSw2Hxc=,c80e5296-a0fc-4b68-935a-be5cfd6f7571,female,टी-विस नभएको लामो समय भयो
60e2f7c7552fd6002e30b9ca,Dc60hjJdk+VTf56/skgJn1kS89mRCsrG2OMvvArtGWg=,58427baa-7079-4e22-bb8a-83d267a2770a,female,उता काठमाडौंले गोलकिपर विकेश कुथुको कप्तानीमा खेल्दैछ
60e5b49cc9f4a3002ea889f9,AG0r8I5LlTz2uPdVofvN4nvDjoWUflI3ZGQxeSw2Hxc=,491918af-4623-4b8c-bcf9-8fe2cb564024,female,उता काठमाडौंले गोलकिपर विकेश कुथुको कप्तानीमा खेल्दैछ
60e325637f623e002e3ba41a,Y70BL4Mh6MfNlmuAQpNjrnjj07M2PTuVytejvzBYQWM=,2c16090c-27e0-41ff-acf8-9173e1be4bbb,male,खेलको प्लेयर अफ दी म्याच दिनेश अधिकारी घोषित भए
60e329907f623e002e3ba41d,Buz7ElKE9nPVooAN60E0Jc92iAmGV2u0ImBWyBot1T0=,34ce1f8a-678f-4477-9e04-b03ef0cc1db5,male,त्यसअघि सन्दीप इंगल्याण्डमा हुने दुई प्रतियोगिताका लागि भने अनुबन्धित भइसकेका छन्
60e33aba7f623e002e3ba430,ieCgSygtmC9huq6a5mLiWh130S6SfopMb153TDruBkw=,c0fbcaa5-8bc7-4b47-b7cd-72157ad8014e,male,अष्ट्रेलिया शतप्रतिशत जितसहित चार खेलबाट बाह्र अंक जोडेर शीर्ष स्थानमा छ
60e33c357f623e002e3ba43c,ieCgSygtmC9huq6a5mLiWh130S6SfopMb153TDruBkw=,0be0c53c-77e9-41b6-b308-3dd0891cfaf8,male,इंग्लिस क्लब आर्सनल युरोपा लिग फुटबलको क्वाटरफाइनलमा प्रवेश गरेको छ
60e3c5b77f623e002e3ba455,giLdLc8PghoG7+yBSswM/ifq224RdbgdYWfAbJPapHs=,58aeb1c7-40fc-421f-a6a9-83ae8e7ca6ef,male,उनले श्रीलंकन टिममा विदेशी खेलाडी रहेपनि आफूहरुले नकआउट प्रतियोगितामा क्यामरुनी टिमसँग खेल्दै त्यसका लागि समेत तयारी रहेको बताए
60e3c6d17f623e002e3ba459,giLdLc8PghoG7+yBSswM/ifq224RdbgdYWfAbJPapHs=,6a5c02cf-5398-4232-8071-f13fb8739587,male,"शीर्ष दश मा युरोपबाट सात टिम रहँदा दक्षिण अमेरिकाबाट तीन टिम ब्राजिल, अर्जेन्टिना र उरुग्वे छन्"
60e3d7007f623e002e3ba465,sYBDTJahBspYarwNYTJqeKKc1kXCrm46S4MAKtlvxKY=,7619a477-dbb8-475f-8a22-0dd27b94639b,male,नेपाली राष्ट्रिय फुटबल टिमका कप्तान किरण चेम्जोङले नयाँ प्रशिक्षक अब्दुल्लाह अलमुताइरी आएपछि खेलाडीमा आत्मविश्वास बढेको बताएका छन्
60e3e4f27f623e002e3ba46e,tivla/aNNLvtn1tqscZHqs90Uh3Rj/Aozg9mVKHdB1A=,1a3d2ff1-93dc-4c95-a191-b106b9958765,male,ला लिगामा टेल्मो जाराले मेसीपछि छ पटक यो अवार्ड जितेका छन्
60e3e51d7f623e002e3ba46f,tivla/aNNLvtn1tqscZHqs90Uh3Rj/Aozg9mVKHdB1A=,9ea96b0f-df87-4020-a5b8-c46ea6fdab56,male,सिरिज सकिँदासम्म उनीहरुले डेब्यु मात्र गरेनन् टिममा पहिलो रोजाइमा खेले
60e444be7f623e002e3ba47e,w6T6GqKy9a80lpUfBWzIXdPXYXwAwcB2lHOy+B+SW8E=,29ccf216-4a9b-46af-8d08-f72d3637440b,male,त्यसपछिको ओभरमा उनले दुई विकेट लिए
60e55fff936364002e67eaea,9eWyzteYIX0ZuE13ZCCZ4wlDc8rB5WzoTpkoRXRcQro=,801dfd6b-36b5-45a9-89a9-01976984e3ad,male,अन्तिम खेल जित्ने : काठमाडौं रेजर्स
60e56098936364002e67eaef,9eWyzteYIX0ZuE13ZCCZ4wlDc8rB5WzoTpkoRXRcQro=,bf06ae85-a94f-4cde-ab3a-4e7d43687856,male,नखेल्ने भनेर नाम फिर्ता लिन जाँदा टिमले आफूलाई म्यानेजरको रुपमा सँगै बस्न आग्रह गरेको सुजलले बताए
60e59598936364002e67eafa,gykTVVQFcBayQLAlwwIaqQNdCHuhXvhTIglu36dItys=,0e884414-528e-41da-81fa-8e07da535ee5,male,छनोटमा लगातार पाँचौ जित हात पारेको ब्राजिल पन्ध्र अंकसहित शीर्ष स्थानमा छ
60e5a07ac9f4a3002ea889e1,f1rMqk2p5hk+LBx0UT23IaE4pn6EokkDkiT2PsmmF5I=,680e233e-f24e-48b9-9b37-60f587212a82,male,पहिलो सेटमा चार-शुन्य को अग्रता लिँदै शुरु गरेको बुलबुले राराले अग्रता कायम राख्दै पच्चिस-एक्काइस ले आफ्नो पक्षमा पार्‍यो
60e5a13bc9f4a3002ea889e4,f1rMqk2p5hk+LBx0UT23IaE4pn6EokkDkiT2PsmmF5I=,27e7540d-9d48-494c-bb90-3e68f00b0702,male,अब नेपालसँगको खेल पनि चुनौतीपूर्ण हुने प्रशिक्षक नुर्बेकले बताए
60e5b287c9f4a3002ea889f2,AG0r8I5LlTz2uPdVofvN4nvDjoWUflI3ZGQxeSw2Hxc=,ea058c63-7682-4472-acda-5dcaaca38b07,female,ती खेलाडीको अक्सनबाट टिमहरुले खेलाडी छनोट गर्नेछ
60e5b624c9f4a3002ea889fc,AG0r8I5LlTz2uPdVofvN4nvDjoWUflI3ZGQxeSw2Hxc=,bd472961-4564-454a-8da7-36477bf8c61b,female,सुमन लामाले बायाँ डिबक्स तर्फ उपलब्ध गराएको पासलाई निरकुमार राईले तेज तामाङको लागि व्याकपास उपलब्ध गरे
60e5b746c9f4a3002ea88a02,AG0r8I5LlTz2uPdVofvN4nvDjoWUflI3ZGQxeSw2Hxc=,cae0d014-aaac-46ca-a4de-a8ab150afb4c,female,विश्वकप र एसिया कपको संयुक्त छनोटको दोस्रो चरण खेलिरहेको नेपालले समूह बी मा तीन खेल खेल्न बाँकी छ
60e67e1ec9f4a3002ea88a16,BNjvKZxnRniLGjiwq2ivKbRQE5AtE3X7VmnfAm1XvXc=,c92e206f-f6a0-447c-8fde-6eafd76b3dfa,male,इन्टरले एटलान्टामाथि तेह्र अंकको अग्रता बनाएको छ
60e7db7efab1dc0032a77d2b,d48NrZO8HPqwhMJ5L9dOB2wn5Giv8QaVYXd6Z0+je9w=,05ec7912-072d-4a56-bbab-7a5096619cdb,male,"’ उनले भने, ‘यसले खेलकुदलाई परिवर्तन गर्नेछ"
60f059cafab1dc0032a77d50,GEoeURdYGlBWN6GA0VlLjIZGT0c/zRROpROXWbMRqQM=,e982ebec-ed0e-417e-b6e4-269708a87c3f,female,कप्तान सीता राना मगरले अठ्ठाईस रन जोड्दा राजमती ऐरीले तेईस रन जोडिन्
60f05be4fab1dc0032a77d54,GEoeURdYGlBWN6GA0VlLjIZGT0c/zRROpROXWbMRqQM=,67b266ee-5100-4d0e-b4af-b1737af239bf,female,यसै वर्ष अक्टोबर नोभेम्बर भारतमा टी–विस विश्वकप हुने तय भएपनि त्यसमा शंका उत्पन्न भएको छ
60f2b0e5fab1dc0032a77d5f,qIavVG7tYvlD+dQnWKVhj7mJkd2sNAsnoX/lOqP0Apc=,3e9804dd-0f0a-4040-a6e7-02c70908d543,male,प्रशिक्षक लुइस एनरिकेले सोमबार युरोकपमा लागि चौविस सदस्यीय टोली घोषणा गरे
60f54fbafab1dc0032a77d60,jTPRqGQawI3MQGhgPDJKu+ztwvm8hgLowvdEqFeQGNU=,ebb8719f-cf99-466c-b59a-2bc7fab3a0dd,female,नेपालले खेलेको पछिल्लो प्रतियोगिता भने गत वर्ष मार्चमा भएको एसीसी इस्टर्न रिजन टी-ट्वान्टी हो
60fcba3dfab1dc0032a77d6a,gu+teyrGsXlwNFRSSTjQ1ZbIBgDbjs3V0txRnI1IHms=,9d73b655-9c54-4a88-a7c9-4513e7477d21,female,उनलाई धेरै टिमबाट अफर आएपनि एक टिममा ‘फिक्स’ गरेको बताए
60fcbb70fab1dc0032a77d6e,gu+teyrGsXlwNFRSSTjQ1ZbIBgDbjs3V0txRnI1IHms=,699adea2-ceec-4234-ae59-26b0a5d97192,female,तिस खेलबाट साठी अंकसहित म्यानचेष्टर युनाइटेड दोस्रो स्थानमा छ
60fcbc44fab1dc0032a77d71,gu+teyrGsXlwNFRSSTjQ1ZbIBgDbjs3V0txRnI1IHms=,038ba187-b704-4893-b21e-ee64db82aa1a,female,क्यान सचिव प्याकुरेलले सिरिज सुरु हुनु केही दिनअघि नेदरल्याण्ड्स र मलेसियाको टोली आउने बताए
60fcbd25fab1dc0032a77d74,gu+teyrGsXlwNFRSSTjQ1ZbIBgDbjs3V0txRnI1IHms=,cee8f91e-0d77-43a2-a9eb-3d8ed755a402,female,बुधबार राति भएको अन्तिम सोह्र को दोस्रो लिगमा इटालियन क्लब लाजियोलाई दुई-एक ले पराजित गर्दै समग्रमा छ-दुई को जितसहित बार्यन अन्तिम आठमा पुगेको हो
61a5967b7526df002f75e907,eUEJAOJfAFR0i9UIF4ECwViWGPW3o7CRA+4F7nep5BQ=,9c56c2c2-d619-4927-98e3-553d541c235a,male,बुधबार राति भएको अन्तिम सोह्र को दोस्रो लिगमा इटालियन क्लब लाजियोलाई दुई-एक ले पराजित गर्दै समग्रमा छ-दुई को जितसहित बार्यन अन्तिम आठमा पुगेको हो
610376f4b9c8ff003201b4c0,d9JrRezikFpLki2MUwHuXFILRrenYOWJG1f48S8Xnkg=,6cbeedc5-6578-437d-969e-12e08aed72dc,male,फेयर प्ले पाएको झापाले पचास हजार रुपैयाँ प्राप्त
610a6b6fb9c8ff003201b4d4,zNSFYnJC5ZwP4tr8yNKB2LYidY4hJC/r2vo9KSzQEOE=,5d723a09-8980-4a35-97f9-e7caf010f16a,female,यस बाहेक हरेक खेलको म्यान अफ दि म्याचले पच्चिस हजार प्राप्त गर्नेछन्
610a6bb6b9c8ff003201b4d6,zNSFYnJC5ZwP4tr8yNKB2LYidY4hJC/r2vo9KSzQEOE=,9907d19c-7831-4647-9130-7dc8d73243f7,female,"वेम्बली स्टेडियम, लण्डन, इंग्ल्याण्ड"
610a6c45b9c8ff003201b4d8,zNSFYnJC5ZwP4tr8yNKB2LYidY4hJC/r2vo9KSzQEOE=,aaa0d2ee-f47e-4f06-9b1f-e92e4ea37181,female,तर भेनेजुएलाका नागरिक सेजार फारियस भने बोलिभियाको प्रशिक्षकमा छन्
60e2d979552fd6002e30b902,4UO9IETvAMYKoPU5GhL4DRjqb5rNgF1FpAKkyXQ9v/c=,fcba2c6c-2ef1-48c6-974f-9bb07ab03309,male,जसमा प्रतियोगिता रद्द गर्नेदेखि चिली वा पाराग्वेमा आयोजना वा अमेरिकामा आयोजना गर्ने विकल्प छ .
60e2dc2d552fd6002e30b91e,0RaRLhq3Za5Ab8McTpdIOFxAtLkyFAhX1a1UV1H2iSM=,8a73013b-ab57-4eee-83e1-62870bfb5c7e,male,"बलिङमा बर्दियाका रोहित सुनारले दुई, नितेशकुमार यादव, हेमन्त आचार्य र राजीव साहुले समान एक/एक विकेट लिए"
60e2dc2f552fd6002e30b91f,AQlXVIDu9XA6enGLCiXEEjRXZf4VgjHamilk51AKES8=,e1b880ce-615c-426e-a20e-3448bc028a4f,male,हरेक दिन उनीसँग प्रशिक्षण गर्थें
60e2de81552fd6002e30b92d,60Z4sR4Zu/6FMv8EwWwogWsb7/3Qb5Y+YJ+Y2qK6Edw=,0d9c9e96-65b6-42f3-83a2-6184788bd301,male,त्रिवि मैदानमा करण केसीले छक्का वर्षा गर्दा टी-ट्वान्टी अन्तर्राष्ट्रियमा डेब्यु गरेका कमल सिंह ऐरीले तीन विकेट लिए
60fad8a7fab1dc0032a77d64,vcyyRgtxWIRsfhldRI8lW/OJjFkSI66+nvLZIbO6qAM=,79438715-6d4d-40a4-9014-af2b4e783e37,male,त्रिवि मैदानमा करण केसीले छक्का वर्षा गर्दा टी-ट्वान्टी अन्तर्राष्ट्रियमा डेब्यु गरेका कमल सिंह ऐरीले तीन विकेट लिए
60e2dfef552fd6002e30b947,c4uo47Oiiakb/an1BihdFgH/M9oxGZSG8bZ99XyqM5s=,71a02537-602b-495f-95c3-0016da2732bd,male,एन्सेलोटीले आफ्नो व्यक्तिगत ट्विटरबाट पनि एभरटनका सबैलाई धन्यवाद भन्दै पोष्ट गरे
60e2e00e552fd6002e30b94c,c4uo47Oiiakb/an1BihdFgH/M9oxGZSG8bZ99XyqM5s=,610fc026-b20b-4aed-a1be-536579e77187,male,नेपाली टोली बलियो इराकसँग मैत्रीपूर्ण खेल खेलेर कुवेत पुगेको हो
60e2e02b552fd6002e30b952,c4uo47Oiiakb/an1BihdFgH/M9oxGZSG8bZ99XyqM5s=,8fce1209-faba-45df-99ca-a04d4ab6d65e,male,जसले गर्दा आयोजकलाई टिकटबाट हुने आम्दानी घाटा लागेको एनएसएलका निर्देशक श्रेयांश कार्कीले बताए
60e2e036552fd6002e30b954,c4uo47Oiiakb/an1BihdFgH/M9oxGZSG8bZ99XyqM5s=,9b989286-437d-4446-b3a1-a18bce807d5d,male,अलमुताइरीले मैदान उत्रेका सबै खेलाडीले मेहनत गरेर खेलेको बताए
60e2e070552fd6002e30b957,xGQ9SP3WDr0xPtItEthPo47FbWsI2dVXuv+tUFd1e5g=,5ebb5e7f-98b0-4137-8dc1-6a8804fcb6f4,male,क्वाटरफाइनल : खेल नम्बर चवालीस को विजेता र खेल नम्बर त्रियालीस को विजेता (राति बाह्र:पैँतालीस बजे
60e2e0da552fd6002e30b960,xGQ9SP3WDr0xPtItEthPo47FbWsI2dVXuv+tUFd1e5g=,dfc0a7ac-a330-46ba-9f93-df2577955c7b,male,उनी अर्का राम्रो खेलाडी हुन्
60e2e0e8552fd6002e30b961,xGQ9SP3WDr0xPtItEthPo47FbWsI2dVXuv+tUFd1e5g=,9dbff45e-f227-4ece-aeaa-0db454a7640f,male,उनकै उत्कृष्ट ब्याटिङको मद्दतमा नेपालले विस ओभरमा सात विकेट गुमाएर दुई सय सत्र रन बनाएको थियो
60e2e103552fd6002e30b965,DY1RgmUJYZ82SppqhjTQn2GQlthfP71ewGgO4HWSvn0=,9d58933a-af8e-4bc6-a6db-ce196ae97628,female,त्रिदेव गुरुङले उपलब्ध गराएको क्रसमा एक्काइसऔं मिनेटमा अन्जन विष्टले पेनाल्टी एरियाभित्रबाट हानेको फ्रि हेडर पोष्टमाथिबाट बाहिरियो
60e2e2a3552fd6002e30b97d,x3mhkeCukzEotDK9TdHYoz7mKmFD0sZNgdy60kt1y7E=,b0537990-a127-4c70-ac31-01bd499c006a,male,नेपाल भलिबल संघका कार्यवाहक अध्यक्षक यामबहादुर गुरुङले यही जेठ एक्काइस गतेदेखि सबैखाले स्वास्थ्य सुरक्षा मापदण्ड अपनाएर प्रशिक्षण सुरु गर्ने जानकारी दिए
60e2e6d9552fd6002e30b988,AojaAl49LPo46KOTyXW/nRG8ThWgj7xbtjhptIFr+kw=,246174dc-3868-425d-84d0-d54351e3c7c0,female,त्यस्तै विधागत उत्कृट हुने खेलाडी ट्रफिसहित नगद पच्चिस–पच्चिस हजार प्राप्त गर्नेछन्
60e2e94f552fd6002e30b994,AojaAl49LPo46KOTyXW/nRG8ThWgj7xbtjhptIFr+kw=,eaa7b430-3a81-4828-a5e8-2f30bdb0f0a2,female,नेपालले आउँदो जुन महिनामा विश्वकप छनोट खेल्दैछ
60e2eaa2552fd6002e30b99a,AojaAl49LPo46KOTyXW/nRG8ThWgj7xbtjhptIFr+kw=,762cfabb-a0a9-4a43-a76d-0eb8f3cb6568,female,"भारतीय जलसेनाका अनुसार जहाजमा दुई सय सत्तरी जना सवार थिए, जसमध्ये एक सय सतहत्तर जनाको उद्धार गरिएको छ"
60e2eb1e552fd6002e30b9a3,JIKfCoB5BiNxc40tN2MHd7sE1jRiEyKJJmoS9xiCdtc=,32338ec5-d67b-4f97-a2ff-307bab2e855c,male,लिगमा धनगढीले काठमाडौंमाथि सहज जित हात पारेकोले काठमाडौं त्यसको बदला लिने अवसरमा हुनेछ भने धनगढी त्यसैलाई निरन्तरता दिन चाहन्छ
60e2ebb2552fd6002e30b9aa,NL2Cg0ibkL4zzz25I2C2VeOk9mGSjT9kLW2pv9QwUDg=,82db1cb9-751b-46fd-a47c-a39b1d51e5c0,male,स्पोर्ट्स भनेको इनभेस्टमेन्ट हो
60e2f1ec552fd6002e30b9bb,6qhKyh/DHgIrVwWdYKEHwfDBYZmKIGRg4aMYjpn5xXM=,4645c54e-1cb1-464c-97b6-ded4a1ac6790,male,खेलकुद पत्रकार मञ्च कैलालीको आयोजनामा भएको अवार्ड कार्यक्रममा पार्कीलाई नवजीवन अस्पताल बर्ष पुरुष खेलाडी र सिंहलाई नोभा अस्पताल वर्ष महिला खेलाडीको अवार्ड प्रदान गरिएको हो
60e2f774552fd6002e30b9c8,QmiMz5c+BhS/JcRBXRs0lg2/X0t8zUJYndx3YsMDcSA=,2faa32ca-180f-4a14-87c6-89ad4ce76c28,female,पोखरा थण्डर्स र काठमाडौं विरुद्ध पनि उनले खेलेनन्
60e300f1552fd6002e30b9d7,FQtACkc9EMA0nuRKKDW8IuIVK7IE72eQ1YQ8FroiBK0=,5a6e9621-406c-454d-abdf-7da6119da140,male,महाप्रबन्धक राजुकाजी शाक्यले विदेशी खेलाडी टिमसँग सेट भएमा फाइदा हुने बताए
60e302ce552fd6002e30b9ed,U5wp3IbtLh389+fAwzohe6LoTvps2jYUR7v94bAI3Ww=,5f79fae9-7f3e-414b-8e27-5eeb3f9de95d,male,तर ह्यारी मगुएररले पचासऔं मिनेटमा गोल गर्दै इंग्ल्याण्डलाई जित दिलाए
60e324147f623e002e3ba411,Y70BL4Mh6MfNlmuAQpNjrnjj07M2PTuVytejvzBYQWM=,1d0c28f7-bd2e-40c1-b215-45a380b21178,male,त्यो दुवै खेलमा पूरै समय खेलेका गोलकिपर किरण चेम्जोङ मात्र अहिले नेपाली टिममा छन्
60e3242b7f623e002e3ba412,Y70BL4Mh6MfNlmuAQpNjrnjj07M2PTuVytejvzBYQWM=,f6052a72-ab2f-4f7e-a126-7262cfeffd00,male,उनले ह्याट्रिक सहित कुनै रन नदिएर छ विकेट लिएकी थिईन्
60e324507f623e002e3ba413,Y70BL4Mh6MfNlmuAQpNjrnjj07M2PTuVytejvzBYQWM=,2ce8e6b1-19c6-4c8d-bf03-8131c44acc59,male,यस्तै अर्को खेलमा लण्डन क्लब आर्सनल स्पानिस क्लब भियारियलसँग दुई-एक ले पराजित भएको छ
60e3248a7f623e002e3ba415,Y70BL4Mh6MfNlmuAQpNjrnjj07M2PTuVytejvzBYQWM=,936e6203-5382-404f-9261-ba3e2ad57bde,male,सिजनको पाँचौ हारपछि आठ खेलबाट छ अंक रहेको पञ्जाब छैटौं स्थानमा छ
60e325467f623e002e3ba419,Y70BL4Mh6MfNlmuAQpNjrnjj07M2PTuVytejvzBYQWM=,6848fb1f-a8ed-48ba-b63f-2209a267244c,male,यो जितपछि ललितपुर तालिकाको चौथो स्थानमा उक्लिएको छ
